o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
25377,1136,F,16879.33,1992-11-27,5-LOW,Clerk#000000225,0,ffily even pinto beans are carefully carefully fina
25378,1282,O,90107.46,1995-12-19,4-NOT SPECIFIED,Clerk#000000566,0,even accounts cajole furiously among the furiously special pinto beans. even i
25379,460,O,9896.90,1996-11-08,1-URGENT,Clerk#000000607,0, use slyly fluffily special requests. ca
25380,97,F,10764.04,1994-10-12,1-URGENT,Clerk#000000604,0, slyly unusual packages. slyly silent packages around the regular dep
25381,1042,O,75709.53,1996-08-24,5-LOW,Clerk#000000964,0,gular requests along the blithely eve
25382,1441,O,59281.47,1998-06-22,4-NOT SPECIFIED,Clerk#000000462,0,usly express accounts b
25383,929,O,68099.06,1997-11-27,4-NOT SPECIFIED,Clerk#000000181,0,ts wake quickly according t
25408,517,O,49214.81,1996-01-08,2-HIGH,Clerk#000000339,0,furiously even requests. furiously ironic warhorses alongside of t
25409,1223,O,94967.44,1997-10-06,1-URGENT,Clerk#000000086,0,ly ironic realms. furiously special platelets cajol
25410,70,O,193381.82,1998-03-20,3-MEDIUM,Clerk#000000801,0,. furiously pending pa
25411,1238,O,168491.56,1997-03-13,4-NOT SPECIFIED,Clerk#000000062,0, furiously: regular instructions was furiously. care
25412,1163,O,288171.42,1995-06-07,4-NOT SPECIFIED,Clerk#000000566,0,e above the fluffily ironic packages? blit
25413,733,O,148672.00,1996-09-15,1-URGENT,Clerk#000000700,0,. blithely ironic packages use-- f
25414,1105,O,220955.10,1996-04-18,3-MEDIUM,Clerk#000000969,0,heodolites wake blithely. 
25415,568,O,293909.88,1997-11-14,2-HIGH,Clerk#000000944,0,hely pending pinto beans integrate
25440,634,F,230038.50,1994-02-07,2-HIGH,Clerk#000000358,0,instructions. pending packages sleep carefully. quickly
25441,572,F,30402.99,1995-01-10,5-LOW,Clerk#000000642,0,quickly. bravely regular notornis cajole f
25442,499,F,145349.54,1992-01-06,2-HIGH,Clerk#000000977,0,lar theodolites thrash furiously carefully special ideas. slyly special 
25443,1066,F,96258.85,1992-09-23,3-MEDIUM,Clerk#000000470,0,ully ironic accounts. carefully p
25444,250,F,48366.35,1993-01-14,5-LOW,Clerk#000000184,0,refully fluffily special deposits. blithely special theod
25445,214,F,271914.90,1994-05-26,5-LOW,Clerk#000000989,0,uickly final accounts. carefully iron
25446,596,F,102592.10,1992-11-11,3-MEDIUM,Clerk#000000825,0,"s use fluffily stealthy requests. final, f"
25447,181,F,181574.70,1992-05-24,4-NOT SPECIFIED,Clerk#000000061,0,ts haggle. pains use. blithely special accounts are ca
25472,1076,F,88384.26,1994-05-22,2-HIGH,Clerk#000000676,0,ole blithely even courts. silent accoun
25473,742,F,67835.18,1992-10-15,2-HIGH,Clerk#000000137,0,ffix carefully. brave requests cajole fluff
25474,1277,F,275344.50,1992-06-22,2-HIGH,Clerk#000000113,0,sual packages boost
25475,421,F,59505.85,1994-04-05,1-URGENT,Clerk#000000017,0,"x blithely bold, express instructions. fina"
25476,409,F,75932.78,1992-10-03,4-NOT SPECIFIED,Clerk#000000868,0," the carefully unusual accounts: even, final pinto beans use. furiously "
25477,1360,F,118709.46,1993-09-21,2-HIGH,Clerk#000000338,0,"al decoys serve furiously. pending, special requests"
25478,463,F,101938.90,1992-04-25,1-URGENT,Clerk#000000404,0,arefully final ideas. furiously special foxes wake quickly af
25479,382,F,96118.77,1995-04-29,1-URGENT,Clerk#000000754,0,escapades can are quickly 
25504,1324,O,79401.59,1995-05-27,1-URGENT,Clerk#000000311,0,he quickly ironic instructions sleep carefully with the fina
25505,1334,O,195998.70,1997-01-01,1-URGENT,Clerk#000000770,0,nst the furiously ironic 
25506,1412,F,51957.12,1993-03-14,2-HIGH,Clerk#000000691,0,ronic instructions haggle fluffily? busily bold ideas boos
25507,1354,F,304500.68,1994-08-06,4-NOT SPECIFIED,Clerk#000000698,0, blithe deposits are carefully. s
25508,1480,O,67642.86,1998-07-14,4-NOT SPECIFIED,Clerk#000000355,0," the ironic waters. ironic, ironic excus"
25509,1081,F,94293.49,1994-05-23,1-URGENT,Clerk#000000274,0," cajole! silent, even packages above the quickly special packages"
25510,1210,F,93982.14,1994-06-25,1-URGENT,Clerk#000000967,0,"ymptotes hinder stealthily daring, ironic packages. carefully express pint"
25511,217,F,111782.14,1994-01-16,2-HIGH,Clerk#000000213,0, accounts use. caref
25536,242,O,13351.59,1995-07-23,5-LOW,Clerk#000000470,0,posits cajole. requests sleep carefully against the unusual pinto beans! spec
25537,1082,F,85102.40,1993-04-20,2-HIGH,Clerk#000000304,0,thely. quickly express instructions kindle sly
25538,446,O,38428.56,1996-07-09,3-MEDIUM,Clerk#000000392,0, platelets. carefully special 
25539,1366,O,109239.99,1997-10-14,4-NOT SPECIFIED,Clerk#000000506,0," pending, ironic de"
25540,613,O,60937.62,1996-03-23,3-MEDIUM,Clerk#000000254,0,ly. carefully dogged ideas shall wa
25541,187,F,162381.68,1994-01-14,5-LOW,Clerk#000000526,0,carefully regular ideas cajole ca
25542,25,F,110060.10,1992-12-31,5-LOW,Clerk#000000210,0,al requests print across the blithely regular excuses: quickly 
25543,628,F,57076.58,1993-10-02,4-NOT SPECIFIED,Clerk#000000076,0,tes nag furiously am
25568,1027,O,162514.32,1996-10-31,1-URGENT,Clerk#000000359,0,. carefully special dependencies wake slyly ironic instructions. blithely 
25569,328,F,129075.80,1992-07-10,2-HIGH,Clerk#000000151,0,"ructions; unusual, unusual deposits haggle regular deposits. quickly "
25570,391,F,109330.98,1992-02-17,1-URGENT,Clerk#000000231,0,foxes doze at the evenly
25571,853,F,63882.62,1992-08-19,1-URGENT,Clerk#000000665,0,ly. pinto beans hag
25572,433,F,96808.07,1995-01-23,1-URGENT,Clerk#000000974,0,s integrate furiously. never express accounts haggle 
25573,1315,F,247571.00,1993-11-05,4-NOT SPECIFIED,Clerk#000000344,0,"ests use carefully furiously pending requests. fluffy, even deposi"
25574,1148,F,238229.54,1994-03-13,4-NOT SPECIFIED,Clerk#000000044,0, final packages lose. blithely final requests sleep slyly final pa
25575,1192,F,177294.17,1992-05-30,4-NOT SPECIFIED,Clerk#000000967,0,y regular ideas cajole furiously along the final pinto beans. ironic accounts 
25600,652,O,148984.44,1998-07-17,2-HIGH,Clerk#000000713,0,posits nag carefully ironic dolphins. 
25601,722,F,151224.94,1994-01-06,3-MEDIUM,Clerk#000000683,0, slyly even platelets integrate alongside of the blithely final dol
25602,823,O,128606.14,1996-03-01,3-MEDIUM,Clerk#000000644,0,ularly pending deposits boost. even foxes boost according to 
25603,103,F,150121.55,1995-03-06,5-LOW,Clerk#000000817,0,e silent packages haggle s
25604,760,O,270228.05,1997-11-21,1-URGENT,Clerk#000000173,0,even dependencies. blithely ironic requests acro
25605,512,F,10962.56,1994-06-03,2-HIGH,Clerk#000000663,0,ual courts above the ironic the
25606,650,F,23877.79,1992-04-23,2-HIGH,Clerk#000000851,0,efully unusual tithes nag furiously carefully
25607,877,O,86439.74,1996-11-23,2-HIGH,Clerk#000000864,0,its thrash fluffily. doggedl
25632,1246,O,281215.12,1996-09-02,5-LOW,Clerk#000000378,0,ely above the regular requests. slyly reg
25633,1093,O,231274.63,1995-08-02,5-LOW,Clerk#000000249,0,"lyly above the quickly thin deposits: pinto beans are. regular, bold request"
25634,70,F,299230.95,1993-07-30,4-NOT SPECIFIED,Clerk#000000790,0,"pecial, regular asymptotes are alon"
25635,1048,F,123853.80,1992-05-30,1-URGENT,Clerk#000000671,0,ons. sometimes regul
25636,94,O,128211.60,1998-07-08,2-HIGH,Clerk#000000838,0,gular instructions. slyly express requests
25637,305,F,151092.01,1992-02-26,4-NOT SPECIFIED,Clerk#000000841,0,c requests haggle. blithely e
25638,202,F,161345.81,1994-08-07,2-HIGH,Clerk#000000372,0,he carefully bold platelets. silently bold instructions wa
25639,1258,F,109350.02,1994-10-12,3-MEDIUM,Clerk#000000951,0,silent sauternes may cajole furiously e
25664,566,F,156476.82,1994-12-30,1-URGENT,Clerk#000000255,0,along the requests. carefully un
25665,19,O,53951.90,1996-08-01,1-URGENT,Clerk#000000128,0,y regular excuses. packages impress carefully against the furiously fina
25666,589,F,84169.63,1992-09-03,1-URGENT,Clerk#000000054,0,"express, express instructions: quickly"
25667,532,O,42593.51,1995-11-15,3-MEDIUM,Clerk#000000002,0,key players affix fluffily after the deposits. express excuses must integrate
25668,118,O,2149.53,1997-04-27,4-NOT SPECIFIED,Clerk#000000665,0," detect decoys. express pinto beans across the even,"
25669,1375,F,198950.16,1995-01-17,1-URGENT,Clerk#000000807,0,fily regular accounts. slyly pendin
25670,751,O,210045.49,1997-12-12,2-HIGH,Clerk#000000475,0,nt asymptotes cajole slyly. slyly express requests against the final foxes ar
25671,1294,O,109909.99,1997-04-21,4-NOT SPECIFIED,Clerk#000000752,0,ckly express packages ha
25696,86,F,127424.26,1993-02-16,3-MEDIUM,Clerk#000000774,0,ajole blithely blithely bold deposits
25697,464,P,43576.71,1995-04-27,5-LOW,Clerk#000000784,0,iously careful foxes affix furiously slyly special asymptotes. accounts 
25698,271,O,111342.37,1998-03-02,2-HIGH,Clerk#000000693,0,"ounts. ironic, bold packages are quickly ironic, bold foxes. careful "
25699,464,O,248247.94,1997-11-19,4-NOT SPECIFIED,Clerk#000000050,0, the furiously even accounts. carefully regular 
25700,1009,O,19708.70,1997-04-28,1-URGENT,Clerk#000000179,0,ages after the slyly final pinto beans sublate quickly among the furiou
25701,977,O,222527.62,1996-02-08,1-URGENT,Clerk#000000897,0,dependencies. quickly ironic dolphins us
25702,1492,O,217721.68,1996-06-26,2-HIGH,Clerk#000000201,0,ons integrate blithely quickly silent accounts. quickly even 
25703,488,F,76138.47,1994-03-07,3-MEDIUM,Clerk#000000950,0,onic platelets detect during the packages. pending foxes cajole slyly 
25728,31,O,188315.29,1997-02-16,4-NOT SPECIFIED,Clerk#000000870,0,across the slyly pending excuses--
25729,790,O,12509.08,1995-08-17,3-MEDIUM,Clerk#000000514,0,ajole blithely ironic requests. 
25730,491,O,42288.07,1997-10-02,5-LOW,Clerk#000000763,0,as boost by the fluffily quiet accounts; blithely even foxes
25731,1000,F,197028.42,1994-03-26,1-URGENT,Clerk#000000909,0,symptotes cajole carefully pending packages. slyly express packa
25732,187,O,236878.83,1996-02-16,4-NOT SPECIFIED,Clerk#000000186,0,y. theodolites doze carefully
25733,128,F,217327.37,1992-05-13,5-LOW,Clerk#000000209,0,s integrate. furiously regular de
25734,523,O,162947.17,1997-06-25,4-NOT SPECIFIED,Clerk#000000917,0,unts cajole final packages.
25735,1231,F,163151.70,1993-12-31,4-NOT SPECIFIED,Clerk#000000703,0,ccounts snooze across the express
25760,1078,O,178315.90,1996-07-18,2-HIGH,Clerk#000000304,0,s. fluffily regular excuses boost furiously even dep
25761,1253,O,8050.24,1998-07-15,4-NOT SPECIFIED,Clerk#000000845,0, final excuses may maintain furiously. carefully spec
25762,1267,O,104987.45,1997-02-13,5-LOW,Clerk#000000816,0,y even warthogs. bli
25763,130,O,32330.46,1997-07-09,5-LOW,Clerk#000000767,0,lar accounts. furiously special requests nag furiously unusual bra
25764,1120,O,6447.97,1997-10-28,1-URGENT,Clerk#000000083,0,arefully. carefully ironic deposits boost slyly aga
25765,1006,F,35490.57,1994-04-13,5-LOW,Clerk#000000155,0, quickly regular dependencies aff
25766,601,O,6842.11,1997-12-23,4-NOT SPECIFIED,Clerk#000000496,0,nto beans are carefully among the furious 
25767,538,F,230089.61,1992-03-04,2-HIGH,Clerk#000000539,0,accounts nag. slyly express requests are quickly unusual pack
25792,193,O,75216.79,1996-10-25,2-HIGH,Clerk#000000202,0,g packages. even ideas wake blithely carefull
25793,1078,F,93224.80,1992-04-08,5-LOW,Clerk#000000648,0,uests alongside of t
25794,854,O,205090.49,1997-09-28,4-NOT SPECIFIED,Clerk#000000735,0,egular dependencies wake carefully. carefully special requests grow slyl
25795,856,O,59098.28,1997-09-23,4-NOT SPECIFIED,Clerk#000000352,0,ully final accounts across the furiously final deposits sleep slowly f
25796,241,F,150030.96,1992-12-31,3-MEDIUM,Clerk#000000675,0, beans. even ideas above the excuses nag car
25797,1469,F,154498.95,1992-09-02,4-NOT SPECIFIED,Clerk#000000676,0, nag after the furiousl
25798,1067,O,34220.62,1998-04-29,4-NOT SPECIFIED,Clerk#000000474,0,s! boldly enticing instructions cajole carefully against the regular 
25799,305,F,138136.19,1995-02-25,5-LOW,Clerk#000000809,0,s lose quickly according to the slyly express accounts. bold pinto 
25824,1477,F,299457.60,1994-09-05,3-MEDIUM,Clerk#000000560,0,ites wake above the express pinto beans. slyly stealthy depend
25825,73,F,156705.26,1992-07-20,4-NOT SPECIFIED,Clerk#000000152,0,fully pending accounts. final theodolites wa
25826,775,O,130467.14,1996-10-24,5-LOW,Clerk#000000129,0,hely even frays are carefully against the furiously final accounts. carefu
25827,901,O,7453.15,1998-07-17,1-URGENT,Clerk#000000718,0,gifts across the quickly final warhorses use quickly abov
25828,526,F,203152.91,1993-11-24,4-NOT SPECIFIED,Clerk#000000897,0, along the thinly bold deposits.
25829,451,O,87984.73,1997-05-22,2-HIGH,Clerk#000000305,0,"final, unusual packages are slyly. carefully express accounts "
25830,982,F,101779.83,1993-05-07,5-LOW,Clerk#000000146,0,theodolites. unusual theo
25831,469,F,183511.25,1994-09-15,3-MEDIUM,Clerk#000000176,0,oxes. furiously ironic packages alongsi
25856,1136,F,244825.21,1992-09-15,1-URGENT,Clerk#000000247,0,kages. frays after the furiously special requests 
25857,1450,O,76343.06,1996-03-19,2-HIGH,Clerk#000000340,0,s. even instructions haggle slyly carefully regular ideas. flu
25858,1316,F,137357.80,1995-01-31,1-URGENT,Clerk#000000507,0,ies. requests cajole against the pending 
25859,202,O,173697.64,1997-01-19,5-LOW,Clerk#000000913,0,eposits. even packages affix slyly after the express gifts. qu
25860,940,F,100443.69,1993-01-03,5-LOW,Clerk#000000884,0,s wake carefully blithely even packages. carefully bold pinto beans haggl
25861,884,F,220666.38,1992-08-08,2-HIGH,Clerk#000000536,0,oxes. quickly final accounts wake furiously pending requests. quick
25862,185,O,57425.93,1997-09-13,5-LOW,Clerk#000000294,0,r theodolites haggle carefully about the slyly even asymptotes. even acco
25863,1498,P,271195.78,1995-04-23,4-NOT SPECIFIED,Clerk#000000330,0, blithely quickly regular ideas. unusual instructions affix furiously. 
25888,136,O,129460.36,1996-10-20,1-URGENT,Clerk#000000934,0,foxes. express warhorses across the
25889,926,F,99118.55,1993-06-09,5-LOW,Clerk#000000819,0,side of the quickly special dependencies!
25890,286,O,83124.79,1997-12-01,2-HIGH,Clerk#000000891,0,even pinto beans cajole quickly. regular deposit
25891,208,O,211559.21,1997-02-03,1-URGENT,Clerk#000000868,0,ly regular packages. ironic decoy
25892,838,O,13695.00,1995-12-16,3-MEDIUM,Clerk#000000636,0,final requests doubt according to the carefully ironic 
25893,4,O,150695.21,1997-09-16,1-URGENT,Clerk#000000431,0,posits boost carefully pending instructions. slyly regular asymptote
25894,1021,O,46740.39,1996-09-15,3-MEDIUM,Clerk#000000379,0, accounts wake carefully. regular requests are blithely. silently
25895,784,F,146948.04,1992-04-18,3-MEDIUM,Clerk#000000479,0,ajole fluffily. quickly regular foxes are carefully. unus
25920,1265,O,280812.31,1997-11-11,1-URGENT,Clerk#000000509,0,"deas. ironically express requests nag special, regular dol"
25921,484,O,237395.11,1997-06-13,3-MEDIUM,Clerk#000000869,0,across the ironic instructions. furiously final dependencies sleep blithel
25922,622,O,11004.95,1995-08-09,3-MEDIUM,Clerk#000000963,0,"nic, even instructions haggle carefully along the bold, fina"
25923,1483,F,112973.99,1993-04-01,1-URGENT,Clerk#000000771,0,"e final, pending dependenci"
25924,1237,O,347357.18,1997-08-28,5-LOW,Clerk#000000839,0,as haggle blithely. slyly ironic excuses affix 
25925,787,O,147323.74,1997-07-28,1-URGENT,Clerk#000000058,0,ously. requests about the final deposits integr
25926,1144,F,329606.34,1994-11-21,2-HIGH,Clerk#000000944,0,"ily unusual accounts are blithely special attainments. express, ir"
25927,712,F,212995.52,1994-04-23,3-MEDIUM,Clerk#000000754,0,nts detect furiously abou
25952,1303,F,160886.99,1993-09-05,2-HIGH,Clerk#000000283,0,"iet packages-- special, daring foxes sleep fluffily silent foxes. quickly regu"
25953,712,F,139775.62,1994-09-28,1-URGENT,Clerk#000000242,0,the ideas cajole stealthily fluffily ironic platelets. slyly regular 
25954,340,F,47607.41,1995-01-27,3-MEDIUM,Clerk#000000679,0,ly express requests 
25955,137,P,83224.84,1995-05-05,4-NOT SPECIFIED,Clerk#000000784,0,e slyly carefully bold excuses. eve
25956,1202,O,159552.82,1998-06-04,5-LOW,Clerk#000000294,0,ithely pending dependencies haggle furio
25957,715,O,149481.20,1996-08-01,2-HIGH,Clerk#000000586,0,ges are slyly busy theodolites. carefully unusual 
25958,155,O,192179.05,1997-06-20,4-NOT SPECIFIED,Clerk#000000597,0,arefully along the slyly silent packages. quickly even theodol
25959,310,F,131373.92,1994-07-18,2-HIGH,Clerk#000000523,0,lithely even packages cajole about the quiet requests. slyly even reques
25984,107,O,26063.83,1997-04-25,5-LOW,Clerk#000000613,0,deposits mold throughout the blithely ironic deposits. carefully unusua
25985,469,F,169716.48,1992-09-03,5-LOW,Clerk#000000409,0,"sual dependencies; ironic, even deposits "
25986,206,F,232381.51,1992-06-23,3-MEDIUM,Clerk#000000198,0,ter the slyly unusual ideas. ruthlessly final platelets 
25987,286,O,89411.76,1997-09-16,4-NOT SPECIFIED,Clerk#000000428,0,"ges. pending pinto beans boost ironic, bold dugouts. fluffily fin"
25988,883,O,52647.51,1996-10-14,1-URGENT,Clerk#000000432,0,sts are slyly slyly bold pinto beans. carefully regular foxes 
25989,311,O,319209.66,1998-05-18,1-URGENT,Clerk#000000093,0,nent accounts along the busily 
25990,1357,F,263432.53,1994-03-08,4-NOT SPECIFIED,Clerk#000000340,0," quickly express sheaves integrate furiously bold, express packages. depende"
25991,619,O,241392.91,1998-04-16,1-URGENT,Clerk#000000461,0,"uriously. final, ironic deposits about the slyly ironic packages affix b"
26016,214,F,179880.05,1994-10-08,2-HIGH,Clerk#000000342,0, quickly regular deposits. carefully ironic ideas cajole slyl
26017,215,O,149895.69,1998-06-05,2-HIGH,Clerk#000000303,0,"wake. even requests nag blithely carefully ironic accounts. final, ex"
26018,803,O,186262.65,1997-07-10,3-MEDIUM,Clerk#000000516,0,posits haggle about the carefully 
26019,1319,O,103462.85,1997-11-24,1-URGENT,Clerk#000000508,0,ymptotes. quickly even ac
26020,1469,O,128116.10,1996-02-07,5-LOW,Clerk#000000070,0,refully. carefully ironic requests dete
26021,850,F,89984.89,1992-09-15,1-URGENT,Clerk#000000828,0,"uickly bold dependencies. even, ironic requests wake furiously pa"
